Orthogroup	fly	human
OG0007721	FBpp0074615	ENSP00000412675, ENSP00000396076, ENSP00000407471, ENSP00000404923
OG0007723	FBpp0074707	ENSP00000463248, ENSP00000463662, ENSP00000463219, ENSP00000464015, ENSP00000253247
OG0007724	FBpp0075051	ENSP00000376686, ENSP00000358861, ENSP00000474463
OG0007726	FBpp0075186	ENSP00000358292, ENSP00000358291, ENSP00000498136, ENSP00000358293
OG0007727	FBpp0075431, FBpp0305246	ENSP00000359864, ENSP00000366246
OG0007728	FBpp0075463	ENSP00000295886, ENSP00000428361, ENSP00000357581
OG0007729	FBpp0309806, FBpp0293214, FBpp0075511	ENSP00000457447, ENSP00000397694, ENSP00000312250
OG0007730	FBpp0075574	ENSP00000394274, ENSP00000391364, ENSP00000349568, ENSP00000278064, ENSP00000358733, ENSP00000358734
OG0007731	FBpp0075632	ENSP00000404543, ENSP00000215957, ENSP00000406053, ENSP00000416766
OG0007732	FBpp0289778, FBpp0075640, FBpp0075641	ENSP00000290552
OG0007733	FBpp0075839	ENSP00000417342, ENSP00000417077, ENSP00000418808, ENSP00000283875
OG0007734	FBpp0075918, FBpp0075917	ENSP00000353170, ENSP00000282903, ENSP00000223127
OG0007736	FBpp0076196	ENSP00000380478, ENSP00000341280
OG0007737	FBpp0076385	ENSP00000367139, ENSP00000427240, ENSP00000426279, ENSP00000381468, ENSP00000421048
OG0007738	FBpp0076430	ENSP00000370314, ENSP00000453854, ENSP00000261847, ENSP00000452987, ENSP00000454144
OG0007740	FBpp0076513	ENSP00000435102, ENSP00000433294, ENSP00000435544, ENSP00000317463, ENSP00000359628, ENSP00000294664
OG0007741	FBpp0305568, FBpp0076640	ENSP00000463388, ENSP00000216127, ENSP00000225688
OG0007743	FBpp0076864, FBpp0076862, FBpp0305772, FBpp0076863	ENSP00000450343, ENSP00000443463, ENSP00000280800
OG0007747	FBpp0077059, FBpp0307051	ENSP00000386115, ENSP00000468361, ENSP00000323635, ENSP00000465396
OG0007748	FBpp0077118, FBpp0306503	ENSP00000461852, ENSP00000459369, ENSP00000331479
OG0007749	FBpp0303864, FBpp0077122, FBpp0297110	ENSP00000463929, ENSP00000364397, ENSP00000313885
OG0007750	FBpp0077145	ENSP00000489535, ENSP00000385795, ENSP00000495435
OG0007751	FBpp0077193, FBpp0290304	ENSP00000418547, ENSP00000342510, ENSP00000418185
OG0007752	FBpp0077210, FBpp0077209	ENSP00000268668, ENSP00000455348, ENSP00000445086, ENSP00000457908
OG0007753	FBpp0077458, FBpp0077457, FBpp0077456, FBpp0077459	ENSP00000431865, ENSP00000332613
OG0007754	FBpp0077617	ENSP00000264992, ENSP00000426421, ENSP00000421019
OG0007755	FBpp0077738, FBpp0292775	ENSP00000458439, ENSP00000354895, ENSP00000406012
OG0007758	FBpp0077856, FBpp0083792	ENSP00000333255, ENSP00000359386
OG0007760	FBpp0308601, FBpp0078374	ENSP00000366221, ENSP00000339445
OG0007762	FBpp0078732	ENSP00000497601, ENSP00000354960, ENSP00000468947, ENSP00000252599
OG0007763	FBpp0078892, FBpp0112323	ENSP00000463538, ENSP00000463111, ENSP00000353377, ENSP00000462150, ENSP00000463399, ENSP00000461987
OG0007764	FBpp0078990	ENSP00000359834, ENSP00000359837
OG0007768	FBpp0079113, FBpp0079114	ENSP00000222399, ENSP00000377191, ENSP00000377190
OG0007770	FBpp0079153, FBpp0289421, FBpp0297432, FBpp0289422	ENSP00000282226, ENSP00000427035
OG0007771	FBpp0079157, FBpp0305308	ENSP00000433760, ENSP00000432867, ENSP00000310275, ENSP00000416128
OG0007772	FBpp0079267	ENSP00000300605, ENSP00000468067
OG0007773	FBpp0303253, FBpp0079375	ENSP00000468079, ENSP00000400845, ENSP00000467630, ENSP00000323782
OG0007775	FBpp0293074, FBpp0079619, FBpp0307931	ENSP00000347484, ENSP00000350413
OG0007776	FBpp0079625, FBpp0079626, FBpp0293078	ENSP00000258787, ENSP00000324527
OG0007778	FBpp0304061, FBpp0079681	ENSP00000439452, ENSP00000298288, ENSP00000315628, ENSP00000452355
OG0007779	FBpp0079894, FBpp0079893, FBpp0079895	ENSP00000284320
OG0007780	FBpp0080046, FBpp0288439	ENSP00000473086, ENSP00000472171, ENSP00000352928
OG0007781	FBpp0312088, FBpp0309560, FBpp0080047	ENSP00000338030, ENSP00000409410
OG0007783	FBpp0310297, FBpp0294014, FBpp0080358	ENSP00000451547, ENSP00000451834, ENSP00000452037
OG0007784	FBpp0080361, FBpp0080362, FBpp0080363	ENSP00000263103, ENSP00000362993
OG0007785	FBpp0080384	ENSP00000464294, ENSP00000463398, ENSP00000225737, ENSP00000378907
OG0007788	FBpp0307147, FBpp0080989	ENSP00000476965, ENSP00000371517, ENSP00000424351, ENSP00000334424
OG0007789	FBpp0080998, FBpp0310406	ENSP00000454900, ENSP00000457537, ENSP00000456626, ENSP00000454996, ENSP00000258169
OG0007790	FBpp0081123	ENSP00000417452, ENSP00000315182, ENSP00000418398
OG0007793	FBpp0081352	ENSP00000432669, ENSP00000432145, ENSP00000412408, ENSP00000313318
OG0007795	FBpp0081503	ENSP00000298942, ENSP00000367239, ENSP00000439485
OG0007796	FBpp0081593	ENSP00000424643, ENSP00000374387, ENSP00000434207
OG0007798	FBpp0306270, FBpp0081958	ENSP00000437236, ENSP00000486058, ENSP00000322020
OG0007799	FBpp0082134	ENSP00000411597, ENSP00000358915, ENSP00000358918
OG0007800	FBpp0082137	ENSP00000459370, ENSP00000461334, ENSP00000225696, ENSP00000458954
OG0007802	FBpp0082287	ENSP00000385400, ENSP00000385376, ENSP00000295117, ENSP00000342699, ENSP00000385972
OG0007804	FBpp0082563	ENSP00000427529, ENSP00000374260, ENSP00000425715, ENSP00000488929
OG0007806	FBpp0082768, FBpp0297168, FBpp0297169	ENSP00000495987, ENSP00000436466, ENSP00000242057, ENSP00000490530
OG0007807	FBpp0312616, FBpp0083266, FBpp0083111	ENSP00000393132, ENSP00000361141, ENSP00000241891
OG0007809	FBpp0083410	ENSP00000470553, ENSP00000472159, ENSP00000472488, ENSP00000472215, ENSP00000469525, ENSP00000269945
OG0007810	FBpp0083609, FBpp0083608, FBpp0310876	ENSP00000465232, ENSP00000462195, ENSP00000462356, ENSP00000292114
OG0007811	FBpp0083686	ENSP00000395744, ENSP00000413762, ENSP00000369726, ENSP00000369734, ENSP00000390472, ENSP00000369739
OG0007812	FBpp0084018, FBpp0306564, FBpp0083770	ENSP00000343674
OG0007813	FBpp0306936, FBpp0084003, FBpp0303342	ENSP00000429616, ENSP00000240132, ENSP00000385026
OG0007815	FBpp0084112	ENSP00000268766, ENSP00000466476, ENSP00000467335, ENSP00000466896, ENSP00000465859
OG0007816	FBpp0084165	ENSP00000435448, ENSP00000436599, ENSP00000409016, ENSP00000284290, ENSP00000436238
OG0007817	FBpp0084386	ENSP00000277749, ENSP00000426071, ENSP00000382237, ENSP00000425286
OG0007818	FBpp0084440	ENSP00000373450, ENSP00000251809, ENSP00000427716, ENSP00000428070
OG0007819	FBpp0271818, FBpp0307707, FBpp0084454, FBpp0311007, FBpp0311006	ENSP00000262067
OG0007821	FBpp0084543	ENSP00000320913, ENSP00000246912, ENSP00000464697, ENSP00000416627
OG0007822	FBpp0084550	ENSP00000491066, ENSP00000490986, ENSP00000456615, ENSP00000492322, ENSP00000493387
OG0007823	FBpp0084559	ENSP00000494056, ENSP00000408664, ENSP00000392138, ENSP00000401948, ENSP00000496756, ENSP00000495317
OG0007824	FBpp0084594, FBpp0308422	ENSP00000442715, ENSP00000363149
OG0007825	FBpp0084788	ENSP00000463961, ENSP00000372613, ENSP00000306459, ENSP00000360776, ENSP00000237019
OG0007826	FBpp0084798, FBpp0084797, FBpp0305390, FBpp0089379	ENSP00000304051, ENSP00000429836
OG0007827	FBpp0084909, FBpp0303329	ENSP00000293883, ENSP00000497264, ENSP00000248142
OG0007828	FBpp0290183, FBpp0085140, FBpp0085141, FBpp0290182, FBpp0310483	ENSP00000351075
OG0007829	FBpp0085181, FBpp0307961, FBpp0307960	ENSP00000263209, ENSP00000372488, ENSP00000384726
OG0007831	FBpp0085330	ENSP00000361982
OG0007832	FBpp0085367, FBpp0100031	ENSP00000356520
OG0007834	FBpp0085719	ENSP00000423430, ENSP00000344503, ENSP00000344772, ENSP00000393626
OG0007835	FBpp0303035, FBpp0303034, FBpp0085959	ENSP00000359982, ENSP00000262346
OG0007837	FBpp0086264, FBpp0304259	ENSP00000414027, ENSP00000387488, ENSP00000493203, ENSP00000482733, ENSP00000373700
OG0007839	FBpp0086349, FBpp0309032	ENSP00000496583, ENSP00000287474
OG0007840	FBpp0086384, FBpp0086383	ENSP00000417132, ENSP00000296288, ENSP00000418320, ENSP00000420647
OG0007842	FBpp0086507, FBpp0086508, FBpp0086509, FBpp0086510, FBpp0086511	ENSP00000298316
OG0007843	FBpp0292774, FBpp0292773, FBpp0292772, FBpp0086558	ENSP00000490844
OG0007844	FBpp0086629	ENSP00000422269, ENSP00000422115, ENSP00000483464, ENSP00000303468
OG0007845	FBpp0086689	ENSP00000294848, ENSP00000356586, ENSP00000406052, ENSP00000410744
OG0007846	FBpp0086700, FBpp0308806, FBpp0308807, FBpp0086699	ENSP00000493673, ENSP00000376233, ENSP00000354429
OG0007848	FBpp0086892	ENSP00000396629, ENSP00000387288, ENSP00000386943, ENSP00000365711, ENSP00000298032
OG0007849	FBpp0086902, FBpp0304310	ENSP00000262366, ENSP00000488242, ENSP00000484027, ENSP00000395547
OG0007850	FBpp0086904, FBpp0086903	ENSP00000491748, ENSP00000308772, ENSP00000480279, ENSP00000462568
OG0007851	FBpp0308762, FBpp0086966	ENSP00000458493, ENSP00000459295, ENSP00000284061
OG0007854	FBpp0311866, FBpp0087250	ENSP00000359102, ENSP00000317331, ENSP00000359104, ENSP00000359103
OG0007855	FBpp0087317	ENSP00000427392, ENSP00000423029, ENSP00000421700, ENSP00000376952, ENSP00000339897, ENSP00000425567
OG0007857	FBpp0088071, FBpp0311785, FBpp0088070	ENSP00000352510, ENSP00000453671
OG0007858	FBpp0088173, FBpp0302730	ENSP00000419185, ENSP00000476168, ENSP00000302630
OG0007860	FBpp0303121, FBpp0312429, FBpp0088996, FBpp0305089	ENSP00000350198
OG0007861	FBpp0089256, FBpp0289484	ENSP00000351908, ENSP00000352093, ENSP00000345629
OG0007862	FBpp0310756, FBpp0099467	ENSP00000265293, ENSP00000429339, ENSP00000428084, ENSP00000377473, ENSP00000427772
OG0007863	FBpp0099868	ENSP00000468713, ENSP00000496305, ENSP00000170168
OG0007864	FBpp0110135	ENSP00000377428, ENSP00000295868, ENSP00000418795, ENSP00000419269
OG0007865	FBpp0110147	ENSP00000283415, ENSP00000485019, ENSP00000486797, ENSP00000485860, ENSP00000423472
OG0007866	FBpp0110216, FBpp0306630	ENSP00000367974, ENSP00000367951, ENSP00000354464, ENSP00000367997
OG0007867	FBpp0110406	ENSP00000421093, ENSP00000426887, ENSP00000391155, ENSP00000426510, ENSP00000307134
OG0007868	FBpp0111321	ENSP00000476087, ENSP00000438092, ENSP00000475559, ENSP00000332823, ENSP00000402756
OG0007869	FBpp0111336	ENSP00000429902, ENSP00000428585, ENSP00000428984, ENSP00000428541, ENSP00000430198, ENSP00000430285
OG0007871	FBpp0300235, FBpp0300236, FBpp0111540	ENSP00000423444, ENSP00000423416, ENSP00000426312, ENSP00000427194
OG0007872	FBpp0308371, FBpp0293587, FBpp0112209	ENSP00000423694, ENSP00000425766, ENSP00000422638, ENSP00000427471
OG0007873	FBpp0112217	ENSP00000413594, ENSP00000312286, ENSP00000447233
OG0007877	FBpp0288575	ENSP00000451394, ENSP00000374647, ENSP00000451551, ENSP00000452052, ENSP00000451845, ENSP00000341351
OG0007881	FBpp0289218, FBpp0401566, FBpp0312522, FBpp0289217	ENSP00000319992
OG0007883	FBpp0289319	ENSP00000384008, ENSP00000468845, ENSP00000384753, ENSP00000470895, ENSP00000377971
OG0007884	FBpp0289501	ENSP00000451096, ENSP00000324177, ENSP00000440064, ENSP00000238628
OG0007885	FBpp0290404, FBpp0289558	ENSP00000263228, ENSP00000215574
OG0007886	FBpp0304601, FBpp0289570, FBpp0304600	ENSP00000312506
OG0007888	FBpp0309243, FBpp0290365	ENSP00000206262, ENSP00000356194
OG0007889	FBpp0290455	ENSP00000421327, ENSP00000320219, ENSP00000333395, ENSP00000426879, ENSP00000420955
OG0007890	FBpp0290840	ENSP00000081029, ENSP00000442137, ENSP00000445390, ENSP00000437991, ENSP00000437990
OG0007892	FBpp0291866, FBpp0307487, FBpp0291867, FBpp0291865, FBpp0291864, FBpp0292264	ENSP00000237275
OG0007894	FBpp0292305	ENSP00000301061, ENSP00000258411
OG0007895	FBpp0292537, FBpp0292538	ENSP00000370057, ENSP00000482182
OG0007896	FBpp0312462, FBpp0292832, FBpp0292831	ENSP00000447933, ENSP00000376349
OG0007898	FBpp0296980, FBpp0300832	ENSP00000388788, ENSP00000410244, ENSP00000479834, ENSP00000381003
OG0007899	FBpp0297065	ENSP00000429045, ENSP00000428256, ENSP00000429121, ENSP00000429662, ENSP00000427784, ENSP00000307046
OG0007900	FBpp0297517, FBpp0297518, FBpp0297515, FBpp0297516, FBpp0297514	ENSP00000263708
OG0007902	FBpp0297989	ENSP00000480597, ENSP00000436062, ENSP00000487498, ENSP00000432617, ENSP00000479932
OG0007905	FBpp0302955	ENSP00000358286, ENSP00000358288, ENSP00000251864
OG0007906	FBpp0312056, FBpp0303412, FBpp0303411	ENSP00000341108, ENSP00000350549
OG0007907	FBpp0303679	ENSP00000426111, ENSP00000486170, ENSP00000424760, ENSP00000426046, ENSP00000420936, ENSP00000426270, ENSP00000422198
OG0007910	FBpp0306389, FBpp0310716, FBpp0306391, FBpp0306390	ENSP00000447470, ENSP00000250457, ENSP00000446572
OG0007911	FBpp0312613, FBpp0307827	ENSP00000413934, ENSP00000478962, ENSP00000380026, ENSP00000216029, ENSP00000412260
OG0007913	FBpp0310732, FBpp0310733, FBpp0310735, FBpp0310731, FBpp0310734	ENSP00000275954
OG0007916	FBpp0311138, FBpp0311139	ENSP00000365373, ENSP00000497465, ENSP00000251127
OG0008647	FBpp0080872	ENSP00000433883, ENSP00000355051
OG0008649	FBpp0087755	ENSP00000464163, ENSP00000462657, ENSP00000395942, ENSP00000269445
OG0008652	FBpp0076372	ENSP00000361731, ENSP00000223865
OG0008656	FBpp0078894	ENSP00000216252
OG0008660	FBpp0081581, FBpp0306685	ENSP00000320866
OG0008662	FBpp0086978	ENSP00000310722
OG0008667	FBpp0112507	ENSP00000325290
OG0008671	FBpp0086707	ENSP00000330730, ENSP00000386934
OG0008674	FBpp0072142	ENSP00000381271, ENSP00000386156
OG0008677	FBpp0303723, FBpp0077626	ENSP00000357480
OG0008681	FBpp0070308	ENSP00000360676, ENSP00000498140
OG0008683	FBpp0084375, FBpp0298343	ENSP00000321320
OG0008688	FBpp0083128	ENSP00000472520, ENSP00000408730, ENSP00000471455
OG0008690	FBpp0076998, FBpp0311241	ENSP00000261326
OG0008693	FBpp0084827	ENSP00000438639, ENSP00000442055, ENSP00000367024
OG0008697	FBpp0075704	ENSP00000371559, ENSP00000393350, ENSP00000381652
OG0008701	FBpp0076380	ENSP00000488807, ENSP00000262577, ENSP00000436834
OG0008705	FBpp0087511	ENSP00000364320
OG0008708	FBpp0302578, FBpp0080268	ENSP00000473785, ENSP00000337393, ENSP00000327797
OG0008714	FBpp0071046	ENSP00000417813, ENSP00000230340
OG0008728	FBpp0081317	ENSP00000420528, ENSP00000265056
OG0008734	FBpp0077698, FBpp0306844	ENSP00000368801
OG0008737	FBpp0071681	ENSP00000412416, ENSP00000415663, ENSP00000364742
OG0008738	FBpp0086958, FBpp0086957	ENSP00000264451
OG0008739	FBpp0073098	ENSP00000338862
OG0008747	FBpp0078448, FBpp0078449	ENSP00000290541
OG0008753	FBpp0112471, FBpp0306953	ENSP00000300648
OG0008760	FBpp0086116	ENSP00000274695, ENSP00000367873
OG0008763	FBpp0081786	ENSP00000340823
OG0008768	FBpp0078508, FBpp0306920	ENSP00000396412, ENSP00000468874, ENSP00000221265
OG0008770	FBpp0088995, FBpp0072615	ENSP00000262460
OG0008771	FBpp0082148	ENSP00000261776
OG0008774	FBpp0072065	ENSP00000314004
OG0008775	FBpp0074971	ENSP00000363315, ENSP00000363313
OG0008777	FBpp0309825, FBpp0078822	ENSP00000428707, ENSP00000261813
OG0008779	FBpp0082059	ENSP00000485717
OG0008780	FBpp0070087, FBpp0070088	ENSP00000450436
OG0008781	FBpp0076723	ENSP00000233468
OG0008784	FBpp0081001	ENSP00000317992
OG0008788	FBpp0087806, FBpp0308450	ENSP00000338788
OG0008789	FBpp0087347	ENSP00000332198, ENSP00000453475
OG0008792	FBpp0112453	ENSP00000296215
OG0008793	FBpp0078450	ENSP00000248958, ENSP00000466102, ENSP00000247020
OG0008794	FBpp0079575	ENSP00000258975
OG0008797	FBpp0089041	ENSP00000390491, ENSP00000216455
OG0008801	FBpp0309018, FBpp0086519	ENSP00000456926, ENSP00000301019
OG0008803	FBpp0070425	ENSP00000439197
OG0008806	FBpp0070952	ENSP00000270812, ENSP00000363384
OG0008809	FBpp0290264, FBpp0290263	ENSP00000156471
OG0008812	FBpp0088519	ENSP00000455106, ENSP00000495401
OG0008814	FBpp0070719	ENSP00000254803
OG0008817	FBpp0070205	ENSP00000480783, ENSP00000202816
OG0008819	FBpp0079167, FBpp0305301	ENSP00000364403
OG0008821	FBpp0070623	ENSP00000296102
OG0008822	FBpp0302813, FBpp0083920	ENSP00000272091
OG0008823	FBpp0308257	ENSP00000309430, ENSP00000378755
OG0008824	FBpp0086348	ENSP00000265564
OG0008825	FBpp0071145	ENSP00000388524, ENSP00000252137
OG0008826	FBpp0078897, FBpp0292321	ENSP00000266025
OG0008828	FBpp0086555	ENSP00000345445
OG0008829	FBpp0081401	ENSP00000258091
OG0008830	FBpp0071259	ENSP00000475615
OG0008832	FBpp0076918	ENSP00000380982, ENSP00000474467
OG0008833	FBpp0071273	ENSP00000307107, ENSP00000359211
OG0008834	FBpp0084638	ENSP00000358554
OG0008838	FBpp0076819	ENSP00000296509
OG0008840	FBpp0072216, FBpp0310092	ENSP00000442371, ENSP00000261308
OG0008841	FBpp0078685	ENSP00000436726, ENSP00000370194
OG0008843	FBpp0086974	ENSP00000332887, ENSP00000384962
OG0008846	FBpp0084818	ENSP00000325017, ENSP00000371895
OG0008847	FBpp0075104	ENSP00000428170, ENSP00000428796, ENSP00000220849
OG0008848	FBpp0077720	ENSP00000414398, ENSP00000265028
OG0008853	FBpp0090943	ENSP00000232888
OG0008854	FBpp0082177	ENSP00000301764, ENSP00000440269
OG0008856	FBpp0072720	ENSP00000267812
OG0008858	FBpp0087789, FBpp0308437	ENSP00000282570, ENSP00000497178
OG0008859	FBpp0075106	ENSP00000380495
OG0008860	FBpp0077490, FBpp0099426	ENSP00000229633
OG0008864	FBpp0081673, FBpp0072096	ENSP00000463018, ENSP00000324628
OG0008865	FBpp0084071	ENSP00000356379, ENSP00000294732, ENSP00000356378
OG0008867	FBpp0081381, FBpp0308430	ENSP00000427528, ENSP00000166345
OG0008868	FBpp0083658	ENSP00000304102, ENSP00000400617
OG0008869	FBpp0090982	ENSP00000310803
OG0008873	FBpp0075087, FBpp0297079	ENSP00000319664
OG0008874	FBpp0071744	ENSP00000261637
OG0008875	FBpp0086329	ENSP00000392989, ENSP00000324135, ENSP00000365477
OG0008876	FBpp0271806, FBpp0309237	ENSP00000449795
OG0008877	FBpp0304031, FBpp0079607	ENSP00000483484
OG0008880	FBpp0082525	ENSP00000007390
OG0008883	FBpp0086096	ENSP00000326981, ENSP00000385217
OG0008885	FBpp0071226	ENSP00000445471, ENSP00000299300
OG0008886	FBpp0071598, FBpp0071597	ENSP00000357069
OG0008887	FBpp0079815	ENSP00000291503, ENSP00000349877
OG0008888	FBpp0084726	ENSP00000298875, ENSP00000451390
OG0008889	FBpp0288749, FBpp0311087	ENSP00000283882
OG0008890	FBpp0291249, FBpp0291248, FBpp0079608, FBpp0304032	ENSP00000449700
OG0008892	FBpp0075118	ENSP00000277462, ENSP00000482913, ENSP00000411378, ENSP00000345341
OG0008893	FBpp0070913	ENSP00000264156
OG0008894	FBpp0072456	ENSP00000258428, ENSP00000377091
OG0008895	FBpp0084172	ENSP00000248378, ENSP00000380322
OG0008896	FBpp0084281	ENSP00000351206
OG0008897	FBpp0080448	ENSP00000409654, ENSP00000283027
OG0008898	FBpp0078447, FBpp0078446	ENSP00000216264, ENSP00000400859
OG0008899	FBpp0289851	ENSP00000349923
OG0008900	FBpp0070504, FBpp0070505, FBpp0070503, FBpp0078265	ENSP00000382670
OG0008902	FBpp0304617, FBpp0077728	ENSP00000335321
OG0008903	FBpp0087402	ENSP00000315700
OG0008904	FBpp0079305	ENSP00000475545, ENSP00000244230
OG0008912	FBpp0073658	ENSP00000301490, ENSP00000365883
OG0008913	FBpp0079490	ENSP00000482384, ENSP00000368455, ENSP00000368452, ENSP00000344187
OG0008915	FBpp0083083, FBpp0083084	ENSP00000264047, ENSP00000387346
OG0008916	FBpp0080865, FBpp0304005	ENSP00000444800, ENSP00000240651, ENSP00000438505
OG0008918	FBpp0078887	ENSP00000449989, ENSP00000447379, ENSP00000354421, ENSP00000446479
OG0008921	FBpp0070071, FBpp0070073	ENSP00000266744, ENSP00000332293
OG0008925	FBpp0070295, FBpp0112946	ENSP00000381963, ENSP00000362948, ENSP00000494048, ENSP00000494184
OG0008926	FBpp0070476	ENSP00000440988, ENSP00000261167, ENSP00000443420
OG0008929	FBpp0309979, FBpp0070933	ENSP00000456259, ENSP00000402515, ENSP00000458380, ENSP00000460854
OG0008930	FBpp0070954	ENSP00000419330, ENSP00000496378, ENSP00000381567, ENSP00000494067
OG0008931	FBpp0070978, FBpp0303740	ENSP00000401658, ENSP00000415500, ENSP00000216106
OG0008932	FBpp0071140, FBpp0309145	ENSP00000466193, ENSP00000349282, ENSP00000332973
OG0008935	FBpp0071564	ENSP00000287727, ENSP00000349737, ENSP00000360647
OG0008939	FBpp0072049	ENSP00000383599, ENSP00000350301, ENSP00000354339, ENSP00000358979, ENSP00000358982
OG0008940	FBpp0072113	ENSP00000405896, ENSP00000469239, ENSP00000200453
OG0008943	FBpp0302052, FBpp0072342	ENSP00000361923, ENSP00000361928
OG0008944	FBpp0072436	ENSP00000272902, ENSP00000404384, ENSP00000384977, ENSP00000373355
OG0008945	FBpp0072493, FBpp0303820	ENSP00000486078, ENSP00000359166, ENSP00000403505, ENSP00000359170
OG0008946	FBpp0072562, FBpp0072561	ENSP00000355013, ENSP00000431458
OG0008947	FBpp0072673	ENSP00000494699, ENSP00000455536, ENSP00000454246, ENSP00000348564
OG0008948	FBpp0072805	ENSP00000433763, ENSP00000478989, ENSP00000432930, ENSP00000331044, ENSP00000365541
OG0008950	FBpp0072907	ENSP00000399731, ENSP00000258052
OG0008953	FBpp0289677, FBpp0073090	ENSP00000348168, ENSP00000429921
OG0008955	FBpp0073144, FBpp0297230	ENSP00000382250
OG0008958	FBpp0073249	ENSP00000357494, ENSP00000357493
OG0008959	FBpp0073268, FBpp0085617	ENSP00000461697, ENSP00000445340, ENSP00000222248
OG0008960	FBpp0073310	ENSP00000405885, ENSP00000497134, ENSP00000316054
OG0008961	FBpp0390636, FBpp0073359	ENSP00000383594, ENSP00000356112
OG0008964	FBpp0073557	ENSP00000423321, ENSP00000485923, ENSP00000486059, ENSP00000480372, ENSP00000313854
OG0008966	FBpp0292479, FBpp0292480, FBpp0309253, FBpp0073665	ENSP00000465683, ENSP00000466953
OG0008967	FBpp0073740	ENSP00000358247, ENSP00000229971
OG0008969	FBpp0073762	ENSP00000407733, ENSP00000402068, ENSP00000390882, ENSP00000396828, ENSP00000253686
OG0008971	FBpp0073787, FBpp0311921	ENSP00000349892, ENSP00000444596
